method,grouping,village,speaker,pair,first_vowel,second_vowel,display_x,display_y,geo_x,geo_y
fasttrack,village,ockelbo,,oː->ɑː,oː,ɑː,-7.905704014395001,-4.991640057895,156.0,328.0
fasttrack,village,ockelbo,,ɑː->æː,ɑː,æː,-10.12318093703,-5.9788935740675,156.0,328.0
fasttrack,village,ockelbo,,æː->eː,æː,eː,-12.25313443935,-5.5073346830475,156.0,328.0
fasttrack,village,ockelbo,,yː->ʉ̟ː,yː,ʉ̟ː,-12.2621050884,-3.78048311889,156.0,328.0
fasttrack,village,ockelbo,,ʉ̟ː->øː,ʉ̟ː,øː,-11.42883506595,-4.56564539502,156.0,328.0
fasttrack,village,orust,,uː->oː,uː,oː,-7.16898595634,-4.2977634911225,49.0,436.0
fasttrack,village,orust,,oː->ɑː,oː,ɑː,-7.3323773468599995,-4.9228712981600005,49.0,436.0
fasttrack,village,orust,,ɑː->æː,ɑː,æː,-10.23964133304,-5.273245336715,49.0,436.0
fasttrack,village,orust,,æː->eː,æː,eː,-13.23151499835,-4.83529731174,49.0,436.0
fasttrack,village,orust,,yː->ʉ̟ː,yː,ʉ̟ː,-11.8197340152,-4.01114234526,49.0,436.0
fasttrack,village,orust,,ʉ̟ː->øː,ʉ̟ː,øː,-11.8115659299,-4.394967944185,49.0,436.0
fasttrack,village,ossjo,,uː->oː,uː,oː,-10.270204752664998,-4.1460244753625,74.0,515.0
fasttrack,village,ossjo,,oː->ɑː,oː,ɑː,-8.84782856729,-4.892993839395,74.0,515.0
fasttrack,village,ossjo,,ɑː->æː,ɑː,æː,-10.3622871078,-5.682088635315,74.0,515.0
fasttrack,village,ossjo,,æː->eː,æː,eː,-12.69226790235,-5.3820915146649995,74.0,515.0
fasttrack,village,ossjo,,yː->ʉ̟ː,yː,ʉ̟ː,-12.042976963575,-3.6623523072125,74.0,515.0
fasttrack,village,ossjo,,ʉ̟ː->øː,ʉ̟ː,øː,-10.994006570225,-4.000594473185,74.0,515.0
fasttrack,village,ostad,,uː->oː,uː,oː,-7.6276048866675,-4.32093640231375,63.0,445.0
fasttrack,village,ostad,,oː->ɑː,oː,ɑː,-7.801941701308751,-4.983889269995,63.0,445.0
fasttrack,village,ostad,,ɑː->æː,ɑː,æː,-10.21350921412125,-5.716938073006251,63.0,445.0
fasttrack,village,ostad,,æː->eː,æː,eː,-12.6247159781625,-5.24579431156625,63.0,445.0
fasttrack,village,ostad,,yː->ʉ̟ː,yː,ʉ̟ː,-11.6050228879125,-3.92333373789,63.0,445.0
fasttrack,village,ostad,,ʉ̟ː->øː,ʉ̟ː,øː,-11.3222647561125,-4.390659049017501,63.0,445.0
fasttrack,village,ovanaker,,uː->oː,uː,oː,-6.41084873197,-4.1946222865700005,140.0,310.0
fasttrack,village,ovanaker,,oː->ɑː,oː,ɑː,-7.176587962015001,-4.993149962975,140.0,310.0
fasttrack,village,ovanaker,,ɑː->æː,ɑː,æː,-9.67958314409,-5.5903163752400005,140.0,310.0
fasttrack,village,ovanaker,,æː->eː,æː,eː,-12.235697986449999,-5.040678649805001,140.0,310.0
fasttrack,village,ovanaker,,yː->ʉ̟ː,yː,ʉ̟ː,-11.847165337749999,-3.7126779137100003,140.0,310.0
fasttrack,village,ovanaker,,ʉ̟ː->øː,ʉ̟ː,øː,-11.183845541825,-4.45913251252,140.0,310.0
fasttrack,village,oxaback,,uː->oː,uː,oː,-7.0507836203775,-4.32770312151,71.0,468.0
fasttrack,village,oxaback,,oː->ɑː,oː,ɑː,-7.4551716828875,-4.998994902430001,71.0,468.0
fasttrack,village,oxaback,,ɑː->æː,ɑː,æː,-9.927800048160002,-5.63462581917,71.0,468.0
fasttrack,village,oxaback,,æː->eː,æː,eː,-12.52996198565,-5.237519080995,71.0,468.0
fasttrack,village,oxaback,,yː->ʉ̟ː,yː,ʉ̟ː,-11.967036599025,-3.9972914913624997,71.0,468.0
fasttrack,village,oxaback,,ʉ̟ː->øː,ʉ̟ː,øː,-11.09427035205,-4.3053085630875,71.0,468.0
fasttrack,village,pitea,,uː->oː,uː,oː,-7.3508236753625,-4.433927746925001,233.0,141.0
fasttrack,village,pitea,,oː->ɑː,oː,ɑː,-7.601119196119999,-5.265218368855001,233.0,141.0
fasttrack,village,pitea,,ɑː->æː,ɑː,æː,-9.91815453332,-6.2026804478175,233.0,141.0
fasttrack,village,pitea,,æː->eː,æː,eː,-12.26089277415,-5.5903887240075,233.0,141.0
fasttrack,village,pitea,,yː->ʉ̟ː,yː,ʉ̟ː,-12.29710751855,-3.87153171405,233.0,141.0
fasttrack,village,pitea,,ʉ̟ː->øː,ʉ̟ː,øː,-11.71735223645,-4.451712377155,233.0,141.0
fasttrack,village,ragunda,,uː->oː,uː,oː,-8.09575252433,-4.545120672334999,145.0,241.0
fasttrack,village,ragunda,,oː->ɑː,oː,ɑː,-7.630760784585,-5.078916326305,145.0,241.0
fasttrack,village,ragunda,,ɑː->æː,ɑː,æː,-9.690915692554999,-5.633302964225,145.0,241.0
fasttrack,village,ragunda,,æː->eː,æː,eː,-12.2000602722,-5.42538798575,145.0,241.0
fasttrack,village,ragunda,,yː->ʉ̟ː,yː,ʉ̟ː,-12.1771761967,-4.2473664779749996,145.0,241.0
fasttrack,village,ragunda,,ʉ̟ː->øː,ʉ̟ː,øː,-10.840051854550001,-4.8597901317800005,145.0,241.0
fasttrack,village,ref,,uː->oː,uː,oː,-6.39108103467,-4.076403025105,185.0,379.0
fasttrack,village,ref,,oː->ɑː,oː,ɑː,-7.441816022875001,-5.23939853742,185.0,379.0
fasttrack,village,ref,,ɑː->æː,ɑː,æː,-9.131275897990001,-6.421962506045,185.0,379.0
fasttrack,village,ref,,æː->eː,æː,eː,-12.098676702799999,-5.613008274875,185.0,379.0
fasttrack,village,ref,,yː->ʉ̟ː,yː,ʉ̟ː,-11.492766661449998,-3.08258388235,185.0,379.0
fasttrack,village,ref,,ʉ̟ː->øː,ʉ̟ː,øː,-9.887002121615,-4.125608892275,185.0,379.0
fasttrack,village,rimforsa,,uː->oː,uː,oː,-7.5311986787825,-4.4251651229124995,134.0,437.0
fasttrack,village,rimforsa,,oː->ɑː,oː,ɑː,-7.6456357452625,-4.8518571724275,134.0,437.0
fasttrack,village,rimforsa,,ɑː->æː,ɑː,æː,-9.84677623914,-5.7657436167,134.0,437.0
fasttrack,village,rimforsa,,æː->eː,æː,eː,-12.17617460525,-5.31206662398,134.0,437.0
