village,vowel,n_speakers,geo_x,geo_y,display_x,display_y,geo_position,geographic_group
ovanaker,ɑː,3,140.0,310.0,-837.0,-568.0,310.0,
ovanaker,ʉ̟ː,3,140.0,310.0,-1592.0,-361.0,310.0,
oxaback,eː,3,71.0,468.0,-1945.0,-453.0,468.0,
oxaback,oː,3,71.0,468.0,-771.0,-475.0,468.0,
oxaback,uː,3,71.0,468.0,-743.5,-407.5,468.0,
oxaback,yː,3,71.0,468.0,-2010.5,-381.0,468.0,
oxaback,æː,3,71.0,468.0,-1714.5,-630.0,468.0,
oxaback,øː,3,71.0,468.0,-1563.0,-480.5,468.0,
oxaback,ɑː,3,71.0,468.0,-900.0,-579.5,468.0,
oxaback,ʉ̟ː,3,71.0,468.0,-1373.0,-391.0,468.0,
pitea,eː,3,233.0,141.0,-1862.0,-465.5,141.0,
pitea,oː,3,233.0,141.0,-785.0,-466.0,141.0,
pitea,uː,3,233.0,141.0,-827.0,-406.0,141.0,
pitea,yː,3,233.0,141.0,-1953.5,-385.0,141.0,
pitea,æː,3,233.0,141.0,-1640.5,-692.0,141.0,
pitea,øː,3,233.0,141.0,-1602.0,-503.5,141.0,
pitea,ɑː,3,233.0,141.0,-901.0,-625.0,141.0,
pitea,ʉ̟ː,3,233.0,141.0,-1668.0,-390.0,141.0,
ragunda,eː,3,145.0,241.0,-1893.0,-514.0,241.0,
ragunda,oː,3,145.0,241.0,-795.0,-486.0,241.0,
ragunda,uː,3,145.0,241.0,-1003.0,-420.5,241.0,
ragunda,yː,3,145.0,241.0,-2041.0,-412.0,241.0,
ragunda,æː,3,145.0,241.0,-1578.0,-620.0,241.0,
ragunda,øː,3,145.0,241.0,-1295.0,-566.0,241.0,
ragunda,ɑː,3,145.0,241.0,-891.0,-554.0,241.0,
ragunda,ʉ̟ː,3,145.0,241.0,-1566.0,-427.0,241.0,
rimforsa,eː,3,134.0,437.0,-1925.0,-448.0,437.0,
rimforsa,oː,3,134.0,437.0,-789.5,-436.0,437.0,
rimforsa,uː,3,134.0,437.0,-886.5,-462.0,437.0,
rimforsa,yː,3,134.0,437.0,-1781.5,-431.5,437.0,
rimforsa,æː,3,134.0,437.0,-1596.0,-641.5,437.0,
rimforsa,øː,3,134.0,437.0,-1269.0,-589.0,437.0,
rimforsa,ɑː,3,134.0,437.0,-928.0,-567.0,437.0,
rimforsa,ʉ̟ː,3,134.0,437.0,-1628.5,-436.5,437.0,
s_finnskoga,eː,3,74.0,333.0,-1841.0,-455.0,333.0,
s_finnskoga,oː,3,74.0,333.0,-759.5,-449.5,333.0,
s_finnskoga,uː,3,74.0,333.0,-663.0,-376.0,333.0,
s_finnskoga,yː,3,74.0,333.0,-1926.5,-381.5,333.0,
s_finnskoga,æː,3,74.0,333.0,-1994.0,-642.0,333.0,
s_finnskoga,øː,3,74.0,333.0,-1586.0,-504.0,333.0,
s_finnskoga,ɑː,3,74.0,333.0,-811.5,-563.0,333.0,
s_finnskoga,ʉ̟ː,3,74.0,333.0,-1609.0,-384.0,333.0,
